include,done,id,class,species,species by,species syn,species syn by,species alt,new name,TCM,historic,POWO,IPNI,TPL,GBIF,TROP,EOL,WFO,NCBI,NCBI id,family,Wyk name,Amar name,Hu name,other name,plant part used,region of origin,country code,lat,lon,source,macroarea,area,native regions,no. of native regions,introduced regions,no. of introduced regions,total regions,spreadability,cultivation,color,Taste/Smell,Heat,Major uses,Culinary,Medicinal,pharmaceutical,Pharma en,TCM2,ECMM,Hu zh,Hu en,Köhler,Wyk,Hu,Words,Notes,Britannica,English,En alt,Plant name,Chinese WN,Chinese Wiki,Chinese simp.,FOC,Chinese,Ch transliteration,Ch literal,Ch alt,Arabic,Ar transliteration,Ar literal,Ar alt,Hungarian,Hu literal,Hu alt,Hu notes,Hindi,Hi transliteration,Hi literal,Hi alt ,Column1,Indonesian,Malay,Persian,Column2
out,,,,Porophyllum ruderale,,,,,,,,,,,,,,,,,Asteraceae,quillquina; killi,,,,fresh leaves,C Am; S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Portulaca oleracea,,,,,,,,,,,,,,,,,Portulacaceae,purslane,,,,leaf,W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Portulaca quadrifida,,,,,,,,,,,,,,,,,Portulacaceae,single-flowered purslane; wild purslane,,,,herb,S Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Potentilla erecta,,,,,,,,,,,,,,,,,Rosaceae,tormentill; bloodroot,,,,rhizome,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Prostanthera rotundifolia,,,,,,,,,,,,,,,,,Lamiaceae,Australian mint bush; round-leaved mint bush,,,,herb,Aus,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Prunus laurocerasus,,,,,,,,,,,,,,,,,Rosaceae,cherry laurel; laurel,,,,fresh leaf,Eur; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Prunus serotina,,,,,,,,,,,,,,,,,Rosaceae,American bird cherry; black cherry; rum cherry,,,,leaf,E & N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Punica granatum,,,,,,,,,,,,,,,,,Punicaceae,pomegranate; anardana,,,,seeds,Eur; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pycnanthemum pilosum,,,,,,,,,,,,,,,,,Lamiaceae,hairy mountain mint,,,,leaf; herb,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pycnanthemum virginianum,,,,,,,,,,,,,,,,,Lamiaceae,Virginia mountain mint; Virginia thyme,,,,leaf,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pycnanthus angolensis,,,,,,,,,,,,,,,,,Myristicaceae,African nutmeg; Angolan nutmeg; false nutmeg,,,,seed,Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Quararibea fieldii,,,,,,,,,,,,,,,,,Malvaceae,saha,,,,flower,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Quararibea funebris,,,,,,,,,,,,,,,,,Malvaceae,chocolate flower,,,,flower,Mex,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Quararibea turbinata,,,,,,,,,,,,,,,,,Malvaceae,swizzlestick tree,,,,twigs,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Quassia amara,,,,,,,,,,,,,,,,,Simaroubaceae,bitterwood; Jamaica wood; quassia wood; Surinam quassia,,,,wood,Braz,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Quassia excelsa,,,,,,,,,,,,,,,,,Simaroubaceae,Jamaica wood,,,,wood,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Raphanus sativus,,,,,,,,,,,,,,,,,Brassicaceae,radish,,,,root,cultivated (W As?),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ravensara aromatica,,Cryptocarya spp.,,,,,,,,,,,,,,,Lauraceae,clove nutmeg; Madagascar clove; Madagascar nutmeg,,,,bark; leaf; seed,Madag,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Renanthera moluccana,,,,,,,,,,,,,,,,,Orchidaceae,anggrek merah; bunga karang,,,,young leaf,Indomal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Renealmia alpinia,,,,,,,,,,,,,,,,,Zingiberaceae,mountain renealmia,,,,leaf; aril,Mex,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Reseda odorata,,,,,,,,,,,,,,,,,Resedaceae,mignonette; sweet mignonette; sweet reseda,,,,flower,N Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rhamnus prinoides,,,,,,,,,,,,,,,,,Rhamnaceae,geisho; gesho,,,,herb,Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rhaphidophora lobbii,,,,,,,,,,,,,,,,,Araceae,akar asam tebing paya,,,,leaf,Pac,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rheum rhabarbarum (R. × hybridum),,,,,,,,,,,,,,,,,Polygonaceae,rhubarb; garden rhubarb,,,,petiole,Eur?,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rheum rhaponticum (R. × cultorum),,,,,,,,,,,,,,,,,Polygonaceae,rhapontic rhubarb,,,,petiole,Eur?,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rhododendron tomentosum,,Ledum palustre,,,,,,,,,,,,,,,Ericaceae,marsh tea; marsh rosemary,,,,leaf,Eur; As; N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rhus aromatica,,,,,,,,,,,,,,,,,Anacardiaceae,fragrant sumach; lemon sumach; skunkbush; polecat bush; Sicilian sumac,,,,fruit,Eastern N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ribes × nidigrolaria,,,,,,,,,,,,,,,,,Grossulariaceae,jostaberry,,,,fruit,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ribes divaricatum,,,,,,,,,,,,,,,,,Grossulariaceae,Worcesterberry,,,,fruit,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ribes nigrum,,,,,,,,,,,,,,,,,Grossulariaceae,blackcurrant; black currant,,,,fruit,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ribes rubrum,,,,,,,,,,,,,,,,,Grossulariaceae,redcurrant,,,,fruit,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ribes uva-crispa,,,,,,,,,,,,,,,,,Grossulariaceae,gooseberry,,,,fruit,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ricinodendron heudelotii,,,,,,,,,,,,,,,,,Euphorbiaceae,African nut,,,,seed,Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rosa × centifolia,,,,,,,,,,,,,,,,,Rosaceae,cabbage rose; Holland rose; Provence rose,,,,petals,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rosa × damascena,,,,,,,,,,,,,,,,,Rosaceae,damask rose; Portland rose; pink damask rose; Bulgarian rose,,,,petals,SW Eur; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rosa × odorata,,,,,,,,,,,,,,,,,Rosaceae,tea-scented rose,,,,petals,cultivated,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rosa chinensis,,,,,,,,,,,,,,,,,Rosaceae,China rose; Bengal rose,,,,petals,China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rosa gallica,,,,,,,,,,,,,,,,,Rosaceae,French rose,,,,petals,Eur; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rosa moschata,,,,,,,,,,,,,,,,,Rosaceae,musk rose,,,,petals,W Himal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rosa rugosa,,,,,,,,,,,,,,,,,Rosaceae,Japanese rose,,,,petals,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rosmarinus officinalis,,,,,,,,,,,,,,,,,Lamiaceae,rosemary,,,,leaf; herb,S & N Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rumex acetosa,,,,,,,,,,,,,,,,,Polygonaceae,sorrel; common sorrel; garden sorrel,,,,fresh leaf,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rumex acetosella,,,,,,,,,,,,,,,,,Polygonaceae,sheep sorrel,,,,fresh lea,N Temp,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rumex hastatus,,,,,,,,,,,,,,,,,Polygonaceae,speared sorrel,,,,leaf,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rumex sanguineus,,,,,,,,,,,,,,,,,Polygonaceae,red-veined sorrel,,,,leaf,cultivated,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rumex scutatus,,,,,,,,,,,,,,,,,Polygonaceae,French sorrel; buckler-leaved sorrel,,,,leaf,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Rumex vesicarius,,,,,,,,,,,,,,,,,Polygonaceae,bladder dock,,,,leaf,S Eur; W As; N Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ruta chalepensis,,,,,,,,,,,,,,,,,Rutaceae,fringed rue; Egyptian rue; Syrian rue; Aleppo rue,,,,herb,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Salvia elegans (=S. rutilans),,,,,,,,,,,,,,,,,Lamiaceae,pineapple sage; pineapple-scented sage,,,,leaf; herb,C Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Salvia fruticosa,,,,,,,,,,,,,,,,,Lamiaceae,Greek sage; Turkish sage,,,,leaf,E Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Salvia hispanica,,,,,,,,,,,,,,,,,Lamiaceae,chia,,,,seed; herb,C Mex,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Salvia lavandulifolia,,,,,,,,,,,,,,,,,Lamiaceae,Spanish sage,,,,leaf,S Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Salvia sclarea,,,,,,,,,,,,,,,,,Lamiaceae,clary; clary sage,,,,leaf,Eur; C As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Sambucus canadensis (=S. nigra subsp. canadensis),,,,,,,,,,,,,,,,,Caprifoliaceae,American elder,,,,flower; fruit,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Sambucus nigra,,,,,,,,,,,,,,,,,Caprifoliaceae,elderflowers; elderberries; black elder; common elder; European elder,,,,flower; fruit,Eur; As; Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Sanguisorba minor,,,,,,,,,,,,,,,,,Rosaceae,salad burnet; burnet; small burnet,,,,fresh leaf,C & S Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Sanguisorba minor Rosaceae salad burnet; burnet; small burnet C & S Eur fresh leaf,,Wyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Sanguisorba officinalis,,,,,,,,,,,,,,,,,Rosaceae,burnet; garden burnet; great burnet,,,,leaf,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Sanguisorba officinalis Rosaceae burnet; garden burnet; great burnet Eur; As leaf,,Wyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Santolina rosmarinifolia,,,,,,,,,,,,,,,,,Asteraceae,green santolina,,,,fresh herb,S Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Saposhnikova divaricata,,,,,,,,,,,,,,,,,Apiaceae,fang-feng,,,,fresh leaves,NE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Satureja montana,,,,,,,,,,,,,,,,,Lamiaceae,winter savory,,,,leaf; herb,S Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Satureja thymbra,,,,,,,,,,,,,,,,,Lamiaceae,thyme-leaved savory; thymbra,,,,leaf,SE Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Saussurea costus,,,,,,,,,,,,,,,,,Asteraceae,costus,,,,root,E Himal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Schinus terebinthifolius,,,,,,,,,,,,,,,,,Anacardiaceae,Brazilian pepper; pink pepper; red pepper,,,,fruit,Braz,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Schisandra chinensis,,,,,,,,,,,,,,,,,Schisandraceae,Chinese magnolia vine; five-flavour fruit,,,,fruit; bark,China; Jap,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Scyphocephalium mannii,,,,,,,,,,,,,,,,,Myristicaceae,West African nutmeg,,,,fruit; seed,W Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Scyphocephalium ochocoa,,,,,,,,,,,,,,,,,Myristicaceae,ochoco nutmeg,,,,seed,W Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Sinapis arvensis,,,,,,,,,,,,,,,,,Brassicaceae,charlock; field mustard; California rape; wild mustard,,,,seed,Eur; Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Siphonochilus aethiopicus,,,,,,,,,,,,,,,,,Zingiberaceae,African ginger,,,,rhizome; root,Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Sison amonum,,,,,,,,,,,,,,,,,Apiaceae,hedge sison; honewort; stone parsley,,,,fruit (seed),Eur; Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Sium bracteatum,,,,,,,,,,,,,,,,,Apiaceae,jellico,,,,petiole,St Helena,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Sium sisarum,,,,,,,,,,,,,,,,,Apiaceae,skirret; crummock,,,,leaf,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Smilax aristolochiifolia,,,,,,,,,,,,,,,,,Smilacaceae,Mexican sarsaparilla; Veracruz sarsaparilla,,,,rhizome; root; bark,S & N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Smyrnium olusatrum,,,,,,,,,,,,,,,,,Apiaceae,alexanders; black lovage,,,,leaf; fruit,E Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Solanum aethiopicum,,,,,,,,,,,,,,,,,Solanaceae,scarlet egg plant; bitter berry,,,,leaf; fruit,Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Solanum macrocarpon,,,,,,,,,,,,,,,,,Solanaceae,African eggplant; gboma egg plant,,,,fresh herb,W Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Sonneratia caseolaris,,,,,,,,,,,,,,,,,Lythraceae,red-flowered Pornupan mangrove,,,,young fruit,Indomal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Sorbus aucuparia,,,,,,,,,,,,,,,,,Rosaceae,rowan,,,,fruit,Eur; SW Asia,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Spilanthes acmella,,,,,,,,,,,,,,,,,Asteraceae,spilanthes; pará cress,,,,leaf; flower head,Braz,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Spondias dulcis,,,,,,,,,,,,,,,,,Anacardiaceae,ambarella; Otaheite apple,,,,fruit,Pac,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Spondias mombin,,,,,,,,,,,,,,,,,Anacardiaceae,caja fruit; yellow mombin; jobo,,,,fruit,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Stevia rebaudiana,,,,,,,,,,,,,,,,,Asteraceae,stevia; sugar-leaf,,,,leaf,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Swertia chirata,,,,,,,,,,,,,,,,,Gentianaceae,chirata; chireta,,,,herb,C As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Syzygium polyanthum,,,,,,,,,,,,,,,,,Myrtaceae,salam; Indonesian bay-leaf,,,,leaf,Indomal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Tagetes erecta (=T. patula),,,,,,,,,,,,,,,,,Asteraceae,African marigold; French marigold,,,,flower,Mex; C Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Tagetes filifolia,,,,,,,,,,,,,,,,,Asteraceae,Irish lace marigold,,,,leaf,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Tagetes lemmonii,,,,,,,,,,,,,,,,,Asteraceae,Mexican marigold,,,,petals,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Tagetes lucida,,,,,,,,,,,,,,,,,Asteraceae,Mexican marigold mint; Mexican tarragon,,,,herb,Mex; Guatemala,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Tagetes maxima,,,,,,,,,,,,,,,,,Asteraceae,great marigold,,,,herb; flower,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Tagetes minuta,,,,,,,,,,,,,,,,,Asteraceae,huacataya; tagette; stinking roger; wild marigold; Mexican marigold,,,,flower; herb,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Tagetes tenuifolia,,,,,,,,,,,,,,,,,Asteraceae,American saffron; signet marygold; slender leaf marigold; striped Mexican marigold; lemon gem; orange gem,,,,flower; leaf,Trop & warm Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Talinum triangulare,,,,,,,,,,,,,,,,,Portulacaceae,talinum; flameflower; waterleaf,,,,leaf,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Tamarindus indica,,,,,,,,,,,,,,,,,Leguminosae,tamarind; Indian tamarind,,,,fruit pulp; leaf,N Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Tanacetum vulgare,,,,,,,,,,,,,,,,,Asteraceae,tansy,,,,herb,Euras,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Taraxacum officinale,,,,,,,,,,,,,,,,,Asteraceae,dandelion,,,,fresh leaf,Euras,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Tetrapleura tetraptera,,,,,,,,,,,,,,,,,Leguminosae,aridan; akpa; dawo; essanga; sanga,,,,fruit,Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Thonningia sanguinea,,,,,,,,,,,,,,,,,Balanophoraceae,ground pineapple,,,,roots,W Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Thymus × citriodorus,,,,,,,,,,,,,,,,,Lamiaceae,lemon thyme,,,,fresh leaves; fresh herb,Euras,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
