include,done,symp,id,class,desc,species,species by,species syn,species syn by,species alt,POWO,IPNI,TPL,GBIF,TROP,EOL,WFO,NCBI,NCBI id,family,Wyk name,Amar name,Hu name,other name,plant part used,region of origin,country code,lat,lon,source,macroarea,area,native regions,no. of native regions,introduced regions,no. of introduced regions,total regions,spreadability,cultivation,color,usage,TCM,TCM DB,Ayurveda,taste/smell,heat,Major uses,Culinary,Medicinal,Köhler,Wyk,Hu,Words,Notes,Britannica,English,En alt,Plant name,Chinese WN,Chinese Wiki,Chinese simp.,FOC,Chinese,Ch transliteration,Ch literal,Ch alt,Arabic,Ar transliteration,Ar literal,Ar alt,Hungarian,Hu literal,Hu alt,Hu notes,Hindi,Hi transliteration,Hi literal,Hi alt ,Indonesian,Malay,Persian,pharmaceutical,pharma en,TCM name,ECMM,medicinal group,meridian,action,Hu zh,Hu en,Extra
out,,,,,,Dipteryx odorata,,,,,,,,,,,,,,Leguminosae,tonka; tonka bean,,,,seed,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Dorystaechus hastata,,,,,,,,,,,,,,Lamiaceae,Turkish lavender,,,,herb,SW Turkey,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Dracocephalum moldavica,,,,,,,,,,,,,,Lamiaceae,Moldavian balm; dragon’s head,,,,leaf; herb,E Eur; E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Dracontomelon dao,,,,,,,,,,,,,,Anacardiaceae,argus pheasant,,,,fruit; leaf; flower,Indomal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Drimys lanceolata,,,,,,,,,,,,,,Winteraceae,pepper tree; Australian pepper tree; mountain pepper; Tasmania pepper,,,,fruit,Tasmania; Aus,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Drimys piperita,,,,,,,,,,,,,,Winteraceae,South American mountain pepper,,,,fruit,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Drimys winteri,,,,,,,,,,,,,,Winteraceae,drimys bark; winter’s bark,,,,bark,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Echinophora tenuifolia,,,,,,,,,,,,,,Apiaceae,prickly parsnip,,,,leaf; stalk,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Elsholtzia ciliata,,,,,,,,,,,,,,Lamiaceae,common elsholtzia; Vietnamese balm,,,,herb,C & E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Embelia philippinensis,,,,,,,,,,,,,,Myrsinaceae,woody vine,,,,leaf,Philipp,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Emilia javanica,,,,,,,,,,,,,,Asteraceae,tassel flower,,,,leaf; root,Trop Afr; Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Eruca sativa,,,,,,,,,,,,,,Brassicaceae,rocket; arugula,,,,leaf; seed,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Eryngium foetidum,,,,,,,,,,,,,,Apiaceae,culantro; eryngo; sawtooth coriander,,,,leaf; root,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Escobedia scabrifolia,,,,,,,,,,,,,,Scrophulariaceae,saffron of Andes; saffron root,,,,root,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Etlingera elatior (=Phaeomeria magnifica),,,,,,,,,,,,,,Zingiberaceae,torch ginger; Philippine wax flower,,,,flower bud ,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Eupatorium cannabinum,,,,,,,,,,,,,,Asteraceae,hemp agrimony,,,,leaf; herb,Eur; Med; C As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Ferula foetida,,,,,,,,,,,,,,Apiaceae,asafoetida; fetida,,,,gum,W As (Iran),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Ferula gummosa,,,,,,,,,,,,,,Apiaceae,galbanum,,,,gum,W As (Iran),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Ferula narthex,,,,,,,,,,,,,,Apiaceae,asafoetida,,,,gum,Afghanistan,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Filipendula ulmaria,,,,,,,,,,,,,,Rosaceae,meadow sweet; dropwort,,,,flower,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Fortunella crassifolia,,,,,,,,,,,,,,Rutaceae,large round kumquat; meiwa kumquat,,,,fruit,China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Fortunella hindsii,,,,,,,,,,,,,,Rutaceae,Hongkong wild kumquat; Formosan kumquat,,,,fruit,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Fortunella japonica,,,,,,,,,,,,,,Rutaceae,round kumquat; marumi kumquat,,,,fruit,E As (China),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Fortunella margarita,,,,,,,,,,,,,,Rutaceae,oval kumquat; nagami kumquat,,,,fruit,E As (China),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Fortunella polyandra,,,,,,,,,,,,,,Rutaceae,Malayan kumquat; hedge lime,,,,fruit,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Galipea officinalis,,,,,,,,,,,,,,Rutaceae,angostura,,,,bark,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Galium odoratum,,,,,,,,,,,,,,Rubiaceae,sweet woodruff; woodruff asperule,,,,fresh herb,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Garcinia atroviridis,,,,,,,,,,,,,,Clusiaceae,asam gelungor,,,,fruit,NE Ind,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Garcinia gummi-guta,,G. cambogia,,,,,,,,,,,,Clusiaceae,Malabar tamarind; cambodge; goraga,,,,fruit,Ind,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Garcinia indica,,,,,,,,,,,,,,Clusiaceae,kokam; kokum,,,,fruit peel,Ind,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Garcinia xanthochymus,,,,,,,,,,,,,,Clusiaceae,gamboges; mundu,,,,fruit,N Ind,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Gardenia augusta,,,,,,,,,,,,,,Rubiaceae,gardenia; Cape jasmine,,,,flower; fruit,China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Gaultheria procumbens,,,,,,,,,,,,,,Ericaceae,alpine wintergreen; creeping wintergreen,,,,essential oil,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Gentiana lutea,,,,,,,,,,,,,,Gentianaceae,yellow gentian; bitter root,,,,rhizome,Eur; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Geum urbanum,,,,,,,,,,,,,,Rosaceae,clove root; herb bennet; wood avens,,,,root,Eur; As; N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Ginkgo biloba,,,,,,,,,,,,,,Ginkgoaceae,gingko; maidenhair tree,,,,seeds,E China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Glechoma hederacea,,,,,,,,,,,,,,Lamiaceae,alehoof; gill over the ground; ground ivy,,,,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Glehnia litoralis,,,,,,,,,,,,,,Apiaceae,cork wing,,,,leaf,NE As; N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Globba marantina,,,,,,,,,,,,,,Zingiberaceae,kapulaga ambon; halia utan; bonelau,,,,rhizome; herb,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Glycine max,,,,,,,,,,,,,,Leguminosae,soybean; soya bean; soya,,,,seed,As; E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Glycyrrhiza echinata,,,,,,,,,,,,,,Leguminosae,Roman liquorice,,,,rhizome,S Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Glycyrrhiza lepidota,,,,,,,,,,,,,,Leguminosae,American licorice,,,,rhizome,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Glycyrrhiza uralensis,,,,,,,,,,,,,,Leguminosae,Chinese licorice; Manchurian liquorice,,,,root,China; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Gnetum gnemon,,,,,,,,,,,,,,Gnetaceae,melinjo; belinjo,,,,leaf,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Guajacum officinale,,,,,,,,,,,,,,Zygophyllaceae,lignum vitae,,,,wood; resin,C Am; S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Guajacum sanctum,,,,,,,,,,,,,,Zygophyllaceae,holywood; lignum vitae,,,,wood; resin,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Hedeoma pulegioides,,,,,,,,,,,,,,Lamiaceae,American (false) pennyroyal; mosquito plant; pennyroyal; squaw mint; tickweed,,,,leaf,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Helichrysum italicum,,,,,,,,,,,,,,Asteraceae,curry plant; Italian everlasting; immortelle,,,,herb,Med; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Hemerocallis aurantiaca,,,,,,,,,,,,,,Hemerocallidaceae,orange day lily,,,,flower,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Hemerocallis citrina,,,,,,,,,,,,,,Hemerocallidaceae,lemon day lily,,,,flower,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Hemerocallis fulva,,,,,,,,,,,,,,Hemerocallidaceae,fulvous day lily; golden needles; orange needles; tawny day lily,,,,flower,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Hemerocallis lilioasphodelus,,,,,,,,,,,,,,Hemerocallidaceae,lemon day lily; yellow day lily,,,,flower,E Siberia; Jap,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Hemerocallis minor,,,,,,,,,,,,,,Hemerocallidaceae,dwarf yellow day lily; grass leaf day lily; little day lily,,,,flower,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Hemidesmus indicus,,,,,,,,,,,,,,Asclepiadeceae,Indian sarsaparilla; nunnery root,,,,root,S Ind; SE As; Malay,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Heracleum persicum,,,,,,,,,,,,,,Apiaceae,golpar; Persian cow-parsley,,,,seed,Iran,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Hesperethusa crenulata,,,,,,,,,,,,,,Rutaceae,beli; tondsha; tor elaga; nayvila; nayibullal,,,,fruit,Indomal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Heterotheca inuloides,,,,,,,,,,,,,,Asteraceae,false golden aster; Mexican arnica,,,,flower,S & N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Hibiscus sabdariffa,,,,,,,,,,,,,,Malvaceae,roselle; hibiscus; karkade; Jamaica sorrel,,,,calyx,Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Hierochloe odorata,,,,,,,,,,,,,,Poaceae,holy grass; manna grass; seneca grass; sweet grass; vanilla grass,,,,leaf,Eur; As; N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Houttuynia cordata,,,,,,,,,,,,,,Saururaceae,fishwort; fish mint; saururis; heart leaf,,,,leaf; herb,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Humulus lupulus,,,,,,,,,,,,,,Cannabaceae,hop; hops,,,,female flowers,Eur; As; N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Hypericum perforatum,,,,,,,,,,,,,,Hypericaceae,St John’s wort,,,,herb,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Hyptis spicigera,,,,,,,,,,,,,,Lamiaceae,black sesame; black beni seed; bush mint,,,,seed,Am; Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Hyptis suaveolens,,,,,,,,,,,,,,Lamiaceae,Indian horehound; wild spikenard,,,,leaf,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Inula helenium,,,,,,,,,,,,,,Asteraceae,elecampane; scabwort; velvet dock,,,,rhizome,As; Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Iris germanica,,,,,,,,,,,,,,Iridaceae,flag iris; common iris; German iris; orris,,,,rhizome,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Jasminum officinale,,,,,,,,,,,,,,Oleaceae,white jasmine; jessamine,,,,flower,Himal; SW China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Jasminum sambac,,,,,,,,,,,,,,Oleaceae,Arabian jasmine; biblical jasmine; samba,,,,flower,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Juglans nigra,,,,,,,,,,,,,,Juglandaceae,black walnut,,,,seed,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Juglans regia,,,,,,,,,,,,,,Juglandaceae,walnut; English walnut; Persian walnut,,,,seed,C As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Juniperus communis,,,,,,,,,,,,,,Cupressaceae,juniper,,,,fruit,As; Eur; N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Juniperus virginiana,,,,,,,,,,,,,,Cupressaceae,Virginian cedar; pencil cedar; eastern red cedar,,,,fruit,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Kaempferia galanga,,,,,,,,,,,,,,Zingiberaceae,small galangal; kencur; sha jiang,,,,rhizome; leaf,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Krameria lappacea,,,,,,,,,,,,,,Krameriaceae,rhatany; Peruvian rhatany,,,,root,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lactuca sativa,,,,,,,,,,,,,,Asteraceae,lettuce,,,,leaf,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lantana camara,,,,,,,,,,,,,,Verbenaceae,lantana; red sage; sherry pie; shrub verbena,,,,leaf,C Am; S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Laser trilobum,,,,,,,,,,,,,,Apiaceae,laserwort,,,,fruit,Eur; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Laserpitium siler,,,,,,,,,,,,,,Apiaceae,laserwort,,,,fruit; root,N Afr; C & S Eu,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lavandula × intermedia,,,,,,,,,,,,,,Lamiaceae,lavandin; Dutch lavender,,,,herb,cultigen,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lavandula dentata,,,,,,,,,,,,,,Lamiaceae,French lavender,,,,herb,Med; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lavandula latifolia,,,,,,,,,,,,,,Lamiaceae,broadleaf lavender; spike lavender; spikenard; broad-leaf lavender,,,,herb,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lavandula stoechas,,,,,,,,,,,,,,Lamiaceae,Spanish lavender; Arabian lavender; French lavender; Italian lavender,,,,herb,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lepidium draba,,,,,,,,,,,,,,Brassicaceae,hoary cress; whitetop,,,,leaf; seed,Med; Euras,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lepidium latifolium,,,,,,,,,,,,,,Brassicaceae,dittander; perennial peppergrass,,,,fresh herb,Eur; Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lepidium sativum,,,,,,,,,,,,,,Brassicaceae,cress; garden cress; pepper grass,,,,fresh leaf,N Afr; W & C As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Leptospermum citratum,,,,,,,,,,,,,,Myrtaceae,lemon-scented tea,,,,leaf,Aus,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Leucas zeylanica,,,,,,,,,,,,,,Lamiaceae,Ceylon leucas; admiration herb,,,,leaf,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Limnophila aromatica,,,,,,,,,,,,,,Plantaginaceae,rice-paddy weed,,,,herb,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Limnophila rugosa,,,,,,,,,,,,,,Plantaginaceae,hades; selaseh; ayer; selaseh banyu,,,,leaf; herb,Trop OW; Pac,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lippia adoensis,,,,,,,,,,,,,,Verbenaceae,koseret,,,,herb,E Afr (Ethiopia),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lippia alba,,,,,,,,,,,,,,Verbenaceae,white oregano,,,,leaf; herb,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lippia dulcis,,,,,,,,,,,,,,Verbenaceae,Mexican lippia; yerba dulce,,,,leaf; herb,C Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lippia graveolens,,,,,,,,,,,,,,Verbenaceae,Mexican oregano; American oregano; Mexican sage; mintweed,,,,leaf; herb,S Am; N Am; C Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lippia javanica,,,,,,,,,,,,,,Verbenaceae,fever tea,,,,leaf; herb,Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,,Lippia micromera,,,,,,,,,,,,,,Verbenaceae,Spanish thyme; Puerto Rico oregano,,,,leaf; herb,N Am; S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
